Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,115.650002,116.660004,115.160004,115.669998,111.896484,13141400
2018-02-01,115.769997,116.989998,115.480003,116.870003,113.057343,13800600
2018-02-02,116.489998,116.919998,114.089996,114.279999,110.551834,16477300
2018-02-05,113.000000,114.589996,103.980003,108.800003,105.250610,30097600
2018-02-06,106.849998,112.480003,106.610001,112.110001,108.452637,33114800
2018-02-07,111.550003,114.449997,111.150002,112.870003,109.187836,21878300
2018-02-08,113.110001,113.110001,107.839996,107.879997,104.360619,27425800
2018-02-09,109.099998,111.050003,106.230003,110.040001,106.450157,28188000
2018-02-12,111.169998,112.730003,110.070000,111.739998,108.094688,18043300
2018-02-13,111.320000,113.050003,110.800003,112.430000,108.762192,16358200
2018-02-14,112.629997,115.269997,112.529999,115.029999,111.277367,15186900
2018-02-15,115.739998,115.989998,114.220001,115.510002,111.741707,12130200
2018-02-16,114.550003,116.070000,114.500000,114.680000,110.938789,13214300
2018-02-20,114.650002,115.389999,113.970001,114.709999,110.967804,13461500
2018-02-21,115.000000,117.449997,114.669998,115.190002,111.432144,14212500
2018-02-22,115.500000,116.430000,114.760002,114.980003,111.229004,17070400
2018-02-23,115.309998,117.389999,115.309998,117.309998,113.482994,12162500
2018-02-26,118.139999,118.900002,117.320000,118.769997,114.895355,16511200
2018-02-27,118.910004,119.330002,117.349998,117.360001,113.531349,17563300
2018-02-28,117.820000,118.489998,115.339996,115.500000,111.732040,17735600
2018-03-01,115.480003,116.639999,112.650002,113.430000,109.729568,18690000
2018-03-02,112.389999,113.559998,111.120003,113.320000,109.623146,18353700
2018-03-05,112.050003,115.930000,111.889999,115.059998,111.306389,13933000
2018-03-06,115.639999,115.820000,114.320000,115.160004,111.403130,10674400
2018-03-07,113.750000,115.099998,113.110001,114.730003,110.987160,13006500
2018-03-08,115.110001,115.230003,113.209999,114.739998,110.996834,11173700
2018-03-09,116.550003,118.080002,115.669998,118.040001,114.189171,15366600
2018-03-12,118.000000,118.750000,117.250000,117.660004,113.821579,12339300
2018-03-13,118.199997,118.470001,115.830002,116.250000,112.457565,13312300
2018-03-14,116.559998,116.589996,114.599998,114.949997,111.199974,12905100
2018-03-15,115.870003,116.000000,114.830002,115.239998,111.480515,8748000
2018-03-16,115.339996,116.599998,115.339996,115.440002,111.673996,19888900
2018-03-19,115.099998,115.449997,113.300003,114.529999,110.793678,13214900
2018-03-20,114.870003,115.449997,114.449997,114.639999,110.900085,9921200
2018-03-21,114.809998,116.629997,114.209999,114.739998,110.996834,13633000
2018-03-22,113.199997,113.599998,109.540001,109.949997,106.363091,22550400
2018-03-23,110.269997,110.919998,106.760002,107.010002,103.519005,23081500
2018-03-26,109.190002,111.160004,108.650002,110.309998,106.711342,20217500
2018-03-27,111.070000,111.690002,107.300003,108.169998,104.641159,18039900
2018-03-28,108.279999,109.169998,106.650002,108.000000,104.476707,19189300
2018-03-29,108.500000,110.779999,107.779999,109.970001,106.382439,13274600
2018-04-02,109.959999,110.730003,106.080002,107.849998,104.331596,18822500
2018-04-03,108.360001,109.500000,107.260002,109.330002,105.763321,14050700
2018-04-04,107.099998,111.209999,107.019997,110.989998,107.369164,15302600
2018-04-05,111.629997,112.830002,111.389999,111.879997,108.778961,16627000
2018-04-06,110.550003,111.550003,107.820000,109.089996,106.066292,18906000
2018-04-09,110.010002,112.980003,109.889999,110.400002,107.339989,15974300
2018-04-10,112.129997,112.870003,111.419998,112.510002,109.391510,13951400
2018-04-11,111.660004,111.809998,110.519997,110.620003,107.553902,14503300
2018-04-12,111.559998,114.389999,111.500000,113.370003,110.227676,16435500
2018-04-13,115.019997,115.150002,109.050003,110.300003,107.242767,39152800
2018-04-16,110.940002,111.470001,109.790001,110.209999,107.155266,16580500
2018-04-17,111.370003,111.919998,109.989998,110.209999,107.155266,15501400
2018-04-18,110.529999,111.070000,108.889999,109.320000,106.289925,16081400
2018-04-19,109.529999,111.870003,109.500000,111.720001,108.623405,17911000
2018-04-20,112.300003,112.739998,110.879997,111.470001,108.380325,15584400
2018-04-23,111.570000,111.949997,110.629997,110.930000,107.855309,11285800
2018-04-24,111.750000,112.900002,109.589996,110.410004,107.349716,16453100
2018-04-25,110.269997,110.529999,108.599998,109.989998,106.941360,13548200
2018-04-26,109.970001,110.820000,109.339996,110.099998,107.048309,10299500
2018-04-27,109.550003,110.160004,109.129997,109.400002,106.367714,9384000
2018-04-30,109.750000,110.300003,108.750000,108.779999,105.764900,13744900
2018-05-01,108.449997,108.970001,107.540001,108.779999,105.764900,10503400
2018-05-02,108.110001,109.489998,107.730003,107.919998,104.928726,12162100
2018-05-03,107.589996,107.769997,105.180000,107.239998,104.267578,15379100
2018-05-04,106.430000,108.739998,105.980003,108.430000,105.424599,11967900
2018-05-07,108.760002,109.680000,108.360001,109.370003,106.338547,9356700
2018-05-08,109.529999,111.339996,109.279999,110.989998,107.913643,12543200
2018-05-09,111.440002,113.639999,111.029999,113.410004,110.266563,11368100
2018-05-10,113.190002,114.440002,112.750000,114.290001,111.122177,9159700
2018-05-11,114.489998,114.730003,113.669998,113.860001,110.704086,10253000
2018-05-14,114.110001,114.699997,113.739998,113.900002,110.742989,8710700
2018-05-15,113.910004,113.910004,112.570000,113.029999,109.897087,11536200
2018-05-16,112.889999,113.690002,112.629997,113.339996,110.198494,7571100
2018-05-17,113.199997,113.410004,112.199997,112.959999,109.829033,8617200
2018-05-18,112.750000,112.800003,110.839996,111.129997,108.049751,11806300
2018-05-21,112.050003,112.540001,111.919998,112.150002,109.041489,9441900
2018-05-22,112.349998,114.290001,112.290001,113.010002,109.877647,11507600
2018-05-23,112.510002,112.769997,111.120003,112.489998,109.372063,11119300
2018-05-24,112.139999,112.150002,110.120003,111.230003,108.146988,14084800
2018-05-25,110.459999,111.080002,110.199997,110.660004,107.592796,8283500
2018-05-29,109.180000,109.199997,104.959999,105.930000,102.993896,30643800
2018-05-30,107.639999,108.599998,106.650002,108.349998,105.346817,17490800
2018-05-31,107.949997,108.190002,106.419998,107.010002,104.043953,19808200
2018-06-01,108.339996,108.940002,107.800003,108.400002,105.395432,13594200
2018-06-04,108.989998,109.260002,108.269997,108.449997,105.444038,9415400
2018-06-05,108.239998,108.309998,107.070000,107.839996,104.850945,10415200
2018-06-06,108.660004,110.739998,108.480003,110.360001,107.301102,15453600
2018-06-07,111.180000,111.500000,110.029999,110.800003,107.728905,13444400
2018-06-08,110.620003,111.139999,110.059998,111.110001,108.030312,10383200
2018-06-11,111.120003,111.910004,110.769997,110.830002,107.758072,12642900
2018-06-12,111.139999,111.529999,109.519997,110.190002,107.135818,15294100
2018-06-13,110.459999,111.449997,109.580002,109.970001,106.921913,14979700
2018-06-14,110.279999,110.360001,107.779999,108.029999,105.035683,20487300
2018-06-15,107.800003,108.379997,106.269997,107.900002,104.909286,26028600
2018-06-18,107.260002,108.400002,106.690002,108.180000,105.181519,9786800
2018-06-19,106.900002,107.879997,106.599998,107.550003,104.568993,12707200
2018-06-20,108.180000,108.639999,107.440002,107.540001,104.559265,8876900
2018-06-21,107.099998,108.209999,106.529999,107.510002,104.530098,11048700
2018-06-22,108.160004,108.370003,105.510002,105.750000,102.818878,19478900
2018-06-25,105.660004,105.699997,103.959999,104.790001,101.885490,16907600
2018-06-26,104.709999,105.209999,103.110001,104.860001,101.953545,17086800
2018-06-27,104.680000,105.919998,103.230003,103.239998,100.378448,16276800
2018-06-28,103.680000,105.459999,103.510002,104.930000,102.021606,14491300
2018-06-29,106.680000,106.900002,104.150002,104.199997,101.311829,18972400
2018-07-02,103.720001,105.089996,103.379997,105.080002,102.167450,11130000
2018-07-03,105.410004,105.779999,103.519997,103.610001,100.738197,8311700
2018-07-05,104.129997,104.379997,103.529999,103.720001,101.393166,10723400
2018-07-06,103.120003,104.500000,102.199997,104.059998,101.725533,12173700
2018-07-09,104.709999,107.459999,104.709999,107.279999,104.873291,13900800
2018-07-10,108.019997,108.400002,106.529999,106.620003,104.228104,14575900
2018-07-11,106.309998,107.059998,106.209999,106.389999,104.003265,10186500
2018-07-12,107.419998,107.559998,105.970001,106.849998,104.452942,12456800
2018-07-13,107.300003,107.800003,105.139999,106.360001,103.973946,21289100
2018-07-16,107.050003,110.769997,106.980003,110.580002,108.099266,24662600
2018-07-17,110.690002,110.930000,109.750000,110.500000,108.021065,14821900
2018-07-18,110.419998,112.120003,110.199997,111.529999,109.027954,14244900
2018-07-19,111.059998,111.089996,109.730003,109.889999,107.424744,16775300
2018-07-20,110.000000,111.739998,109.779999,111.279999,108.783562,13578100
2018-07-23,111.059998,114.239998,110.930000,113.349998,110.807121,18140000
2018-07-24,113.550003,114.779999,113.419998,114.150002,111.589188,14000400
2018-07-25,113.879997,115.519997,113.379997,115.180000,112.596077,13329100
2018-07-26,115.419998,115.589996,114.580002,114.849998,112.273476,11897800
2018-07-27,115.180000,116.300003,114.809998,116.029999,113.427002,12802700
2018-07-30,116.279999,117.610001,116.059998,116.730003,114.111305,13411600
2018-07-31,117.080002,117.080002,114.820000,114.949997,112.371231,15843800
2018-08-01,115.750000,116.690002,115.279999,115.660004,113.065308,13531600
2018-08-02,114.570000,116.250000,114.330002,116.150002,113.544312,11058100
2018-08-03,116.000000,117.129997,115.940002,117.089996,114.463219,11016100
2018-08-06,116.790001,117.529999,116.180000,117.120003,114.492554,9857400
2018-08-07,117.739998,118.290001,117.330002,117.550003,114.912910,10562100
2018-08-08,117.330002,118.269997,117.279999,117.790001,115.147522,8997100
2018-08-09,117.510002,117.720001,116.699997,116.879997,114.257927,9694200
2018-08-10,115.500000,115.949997,114.680000,115.730003,113.133736,12630600
2018-08-13,115.559998,115.879997,113.820000,113.889999,111.335007,10336300
2018-08-14,114.269997,115.040001,113.650002,114.650002,112.077965,10597600
2018-08-15,113.820000,114.330002,112.970001,113.699997,111.149277,10152100
2018-08-16,114.349998,115.309998,114.300003,114.769997,112.195267,10118600
2018-08-17,114.639999,115.070000,114.300003,114.769997,112.195267,8505100
2018-08-20,114.589996,115.050003,114.110001,114.620003,112.048637,8618700
2018-08-21,115.370003,116.389999,114.879997,115.320000,112.732925,10976700
2018-08-22,115.309998,115.410004,114.779999,114.970001,112.390785,8314700
2018-08-23,114.959999,115.150002,114.430000,114.730003,112.156174,9265400
2018-08-24,114.980003,115.220001,114.449997,114.680000,112.107285,8845700
2018-08-27,115.220001,117.279999,115.169998,116.709999,114.091751,13768000
2018-08-28,117.000000,117.029999,115.970001,116.139999,113.534531,8302600
2018-08-29,116.349998,116.370003,115.360001,115.760002,113.163063,7221700
2018-08-30,115.589996,116.040001,114.980003,115.190002,112.605858,8991800
2018-08-31,114.830002,114.839996,113.820000,114.580002,112.009537,13065700
2018-09-04,114.339996,115.239998,113.629997,115.150002,112.566750,10174200
2018-09-05,115.000000,115.699997,114.250000,114.589996,112.019302,11462400
2018-09-06,114.500000,114.699997,113.500000,114.099998,111.540298,9877600
2018-09-07,114.500000,114.769997,113.629997,114.320000,111.755363,10955600
2018-09-10,114.849998,114.970001,113.660004,113.709999,111.159050,8276900
2018-09-11,113.540001,114.580002,113.180000,114.430000,111.862900,9333800
2018-09-12,114.250000,114.879997,112.849998,113.080002,110.543182,10800800
2018-09-13,113.370003,114.129997,112.669998,113.519997,110.973312,12470800
2018-09-14,113.809998,114.489998,113.230003,113.500000,110.953758,10337900
2018-09-17,113.790001,114.430000,113.300003,113.839996,111.286133,9561300
2018-09-18,114.330002,114.660004,113.559998,114.300003,111.735809,7944200
2018-09-19,114.440002,118.059998,114.440002,117.620003,114.981339,16052800
2018-09-20,118.500000,119.239998,118.080002,118.629997,115.968666,15590000
2018-09-21,119.129997,119.230003,117.739998,117.849998,115.206169,24788200
2018-09-24,117.760002,118.459999,116.430000,116.720001,114.101524,12492500
2018-09-25,117.040001,117.970001,116.320000,116.389999,113.778931,9308300
2018-09-26,116.750000,116.870003,114.660004,115.019997,112.439659,14023600
2018-09-27,115.419998,115.760002,114.160004,114.519997,111.950874,13283000
2018-09-28,113.650002,114.239998,112.519997,112.839996,110.308563,15815100
2018-10-01,113.370003,114.610001,113.040001,113.500000,110.953758,10146300
2018-10-02,113.360001,114.120003,112.809998,113.970001,111.413216,13753100
2018-10-03,114.940002,115.660004,114.480003,115.040001,112.459213,17142000
2018-10-04,114.550003,116.809998,114.209999,115.269997,113.473152,16357400
2018-10-05,115.830002,116.099998,114.019997,114.620003,112.833290,13777600
2018-10-08,114.250000,115.779999,113.349998,115.320000,113.522369,14370900
2018-10-09,114.669998,115.029999,113.669998,114.519997,112.734840,14069500
2018-10-10,114.699997,114.949997,111.470001,111.470001,109.732391,23086400
2018-10-11,110.970001,111.470001,107.379997,108.129997,106.444450,33705600
2018-10-12,110.370003,110.830002,105.599998,106.949997,105.282845,32075700
2018-10-15,107.199997,108.849998,106.320000,106.339996,104.682350,18903200
2018-10-16,107.160004,108.779999,106.730003,108.620003,106.926819,19302800
2018-10-17,108.379997,110.800003,108.230003,109.830002,108.117958,18794500
2018-10-18,109.019997,109.839996,107.809998,108.089996,106.405075,17582500
2018-10-19,107.650002,109.220001,107.269997,107.910004,106.227882,15234500
2018-10-22,108.150002,108.339996,106.110001,106.360001,104.702049,16199100
2018-10-23,104.199997,106.160004,103.699997,105.250000,103.609352,21407500
2018-10-24,104.760002,105.029999,102.910004,103.290001,101.679901,23168900
2018-10-25,104.180000,105.900002,103.720001,104.860001,103.225433,17464700
2018-10-26,104.000000,104.559998,102.730003,103.419998,101.807869,19174900
2018-10-29,104.459999,106.629997,103.699997,104.849998,103.215584,18445200
2018-10-30,105.709999,106.980003,104.860001,106.699997,105.036743,18019700
2018-10-31,108.080002,110.480003,107.790001,109.019997,107.320572,20860000
2018-11-01,109.620003,110.220001,108.320000,108.980003,107.281204,13065000
2018-11-02,109.900002,110.809998,107.489998,108.379997,106.690552,19009200
2018-11-05,108.610001,109.290001,108.419998,109.089996,107.389481,10276400
2018-11-06,108.669998,109.669998,107.760002,109.599998,107.891541,10825000
2018-11-07,110.370003,111.730003,109.349998,111.480003,109.742241,12679600
2018-11-08,111.010002,112.930000,111.000000,112.379997,110.628204,11662500
2018-11-09,112.230003,112.360001,110.830002,111.290001,109.555191,10432200
2018-11-12,111.419998,111.940002,108.599998,108.949997,107.251671,13279700
2018-11-13,109.099998,111.120003,109.099998,109.589996,107.881691,13746100
2018-11-14,110.230003,110.709999,105.980003,107.330002,105.656929,18361400
2018-11-15,108.239998,110.080002,106.809998,110.070000,108.354218,19100000
2018-11-16,109.449997,110.760002,108.550003,109.989998,108.275459,13798600
2018-11-19,109.959999,111.199997,109.529999,110.830002,109.102364,13987000
2018-11-20,109.779999,110.489998,107.980003,108.449997,106.759460,18936200
2018-11-21,109.029999,109.610001,107.639999,107.639999,105.962090,10619600
2018-11-23,106.739998,107.389999,106.059998,106.650002,104.987526,6488400
2018-11-26,107.720001,109.980003,107.449997,109.260002,107.556839,13948300
2018-11-27,108.760002,110.029999,108.629997,109.720001,108.009666,9238200
2018-11-28,109.800003,111.400002,108.870003,110.940002,109.210655,13977300
2018-11-29,110.269997,110.800003,109.639999,110.059998,108.344368,11144300
2018-11-30,109.849998,111.320000,109.580002,111.190002,109.456757,18652700
2018-12-03,112.379997,112.889999,111.739998,112.239998,110.490379,16034500
2018-12-04,111.599998,111.599998,106.730003,107.230003,105.558487,23555900
2018-12-06,105.010002,105.360001,102.879997,105.190002,103.550285,27213900
2018-12-07,105.160004,106.980003,102.910004,103.290001,101.679901,19248600
2018-12-10,102.870003,103.489998,99.279999,101.360001,99.779984,23636400
2018-12-11,103.129997,103.660004,100.209999,100.370003,98.805420,16860700
2018-12-12,101.660004,102.900002,100.059998,101.019997,99.445282,22621500
2018-12-13,101.550003,101.970001,100.669998,101.120003,99.543724,17250900
2018-12-14,99.989998,101.940002,99.860001,100.290001,98.726669,19879500
2018-12-17,99.769997,100.559998,98.440002,99.010002,97.466614,25113500
2018-12-18,99.419998,100.889999,98.120003,98.540001,97.003944,20837200
2018-12-19,98.410004,100.580002,96.599998,97.290001,95.773430,28767900
2018-12-20,96.610001,98.279999,95.690002,96.449997,94.946518,31825200
2018-12-21,96.680000,98.430000,93.690002,94.169998,92.702065,41313900
2018-12-24,92.889999,94.220001,92.139999,92.139999,90.703705,17009300
2018-12-26,92.690002,95.959999,91.110001,95.959999,94.464165,22542900
2018-12-27,94.820000,97.150002,93.550003,97.040001,95.527321,20304700
2018-12-28,97.949997,98.320000,96.440002,96.830002,95.320602,17963300
2018-12-31,97.589996,98.809998,96.769997,97.620003,96.098289,13237200
